Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Comment [Cell Line],Characteristics [Cell Cycle Phase],Term Source 3 REF,Term Source 3 Accession,Experimental Condition [Sister Chromatid Labelling],Experimental Condition [Genome Editing],Experimental Condition [ # fill in],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Annotation Comments],Assay Name,Source Name,Image File,Comment [Image File Path],Comment [Image File Path],Channels,Processed Data File,,,,
WT_G2_one_sister_labelled,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #3.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_30,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #3.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #4.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_31,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-02-45.czi #4.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-03-46.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_32,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-03-46.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-04-47.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_33,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-04-47.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-04-47.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_34,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-04-47.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-08-48.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_35,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-08-48.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-08-48.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_36,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-08-48.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-09-49.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_37,220125_5388_wt_c1_rep2_hemi_G2_15h_release_zoom4_8-09-49.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-01-53.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_38,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-01-53.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-01-53.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_39,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-01-53.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_40,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_41,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #3.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_42,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #3.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #5.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_43,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-02-66.czi #5.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-03-54-56.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_44,220125_5388_wt_c2_rep1_hemi_G2_15h_release_zoom4_8-03-54-56.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-02-67.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_45,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-02-67.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-02-71.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_46,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-02-71.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-04-68.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_47,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-04-68.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-09-69.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_48,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-09-69.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-09-69.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_49,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-09-69.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-12-70.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_50,220125_5388_wt_c2_rep2_hemi_G2_15h_release_zoom4_8-12-70.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_51,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #3.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_52,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #3.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #4.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_53,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #4.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #5.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_54,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #5.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #6.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_55,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-01-70.czi #6.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-02-71.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_56,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-02-71.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-02-71.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_57,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-02-71.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_58,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_59,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #3.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_60,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #3.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #4.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_61,220601_5517_wt_hemi_15h_release_g2_rep1_zoom4_8-03-72.czi #4.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-01-63-66.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_62,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-01-63-66.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_63,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_64,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #3.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_65,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #3.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #5.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_66,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-02-67.czi #5.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-03-68.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_67,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-03-68.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-04-69.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_68,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-04-69.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_one_sister_labelled,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-04-69.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,One sister,,wt_g2_one_sister,,,,sister_chromatid_labelling,wt_g2_one_sister_cell_69,220601_5517_wt_hemi_15h_release_g2_rep2_zoom4_8-04-69.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_one_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_two_sister_labelled,211110_5325_WT_15h_release_fully_zoom4_8_stain_scc1_cycb1_g2_rep1-02-53.czi #1.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,Two sister,,wt_g2_two_sister,,,,sister_chromatid_labelling,wt_g2_two_sister_cell_1,211110_5325_WT_15h_release_fully_zoom4_8_stain_scc1_cycb1_g2_rep1-02-53.czi #1.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_two_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_two_sister_labelled,211110_5325_WT_15h_release_fully_zoom4_8_stain_scc1_cycb1_g2_rep1-02-53.czi #2.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,Two sister,,wt_g2_two_sister,,,,sister_chromatid_labelling,wt_g2_two_sister_cell_2,211110_5325_WT_15h_release_fully_zoom4_8_stain_scc1_cycb1_g2_rep1-02-53.czi #2.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_two_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
WT_G2_two_sister_labelled,211110_5325_WT_15h_release_fully_zoom4_8_stain_scc1_cycb1_g2_rep1-02-53.czi #3.tif_registered.tif,Homo sapiens,NCBITaxon,9606,HeLa,EFO,EFO_0001185,HeLa Kyoto,G2,NCIT,NCIT_C17356,Two sister,,wt_g2_two_sister,,,,sister_chromatid_labelling,wt_g2_two_sister_cell_3,211110_5325_WT_15h_release_fully_zoom4_8_stain_scc1_cycb1_g2_rep1-02-53.czi #3.tif_registered.tif,idr_upload/images/experiment1/wt_g2/wt_g2_two_sister,processed,cyclin_b1,scc1,f-ara-edu,hoechst,idr0000_experiment1_processed_sister_chromatid_labelling.txt,
